reviewerName,Address,NameHotel,overallScore,reviewText
Thi T. M. P. ,Hà Nội,Ma Coeur Boutique Hotel,4.8,"Thanh toán hết phí trên app (đã đặt lịch 4g check out) xong cũng có nhân viên khách sạn gọi xác nhận rồi và không hề nói là sẽ thu thêm bất cứ phí nào rồi mình nghĩ mình cũng đã trả đủ nếu báo trước mình sẵn sàng thanh toán hết, nhưng đến ngày check out tầm đúng 12 giờ gọi bảo khách ra ngoài trong khi đã đặt là 4g chiều mới ra và mặc dù đã xác nhận trước đó là 4 giờ chiều, nếu ở thêm thì đóng phí 3 tiếng 300k giúp em, nếu thật sự muốn nhắc khách thì gọi 10g mới chuẩn bị kịp hành lí để ra chứ không phải gọi đúng 12g rồi ai dọn ra kịp chẳng khác nào không còn sự lựa chọn khác buộc phải trả thêm phí. thật sự không đáng nhưng mình thấy bị lừa dối. Chia sẽ để mọi người cẩn thận hỏi kỉ lúc gọi xác nhận để không gặp trường hợp như mình."
Hoang A. V. ,Hà Nội,Ma Coeur Boutique Hotel,6.0,"Nhà vệ sinh cũ, phòng lớn chỉ có 1 máy lạnh, phòng tấm kính nhưng không có màng che, nội thất thì hơi cũ"
Nguyen N. A. ,Hà Nội,Ma Coeur Boutique Hotel,4.8,"Phòng cũ, điều hoà cũ hỏng,thoát nước hỏng, nệm cứng"
Nguyen T. D. ,Hà Nội,Ma Coeur Boutique Hotel,9.7,"Phòng sạch sẽ, nhân viên thân thiện, hỗ trợ khách tận tình. Chỉ ở 1 đêm nhưng mình rất thích cách phục vụ của nhân viên ở đây. Chắc chắn lần sau có dịp đến Hà Nội sẽ quay lại khách sạn."
Nguyen T. K. L. ,Hà Nội,Ma Coeur Boutique Hotel,8.5,"Khách sạn gần phố cổ, hàng quán ăn uống, đi lại thuận tiện"
Mr L. ,Hà Nội,Ma Coeur Boutique Hotel,6.0,"Dich vu phong, chât luong phòng qua tệ!"
Nguy D. ,Hà Nội,Ma Coeur Boutique Hotel,8.4,"Phòng không có cửa sổ, nền hơi cũ"
Thi H. N. D. ,Hà Nội,Ma Coeur Boutique Hotel,6.3,"Vị trí khách sạn rất ok, nhưng phòng rất cũ và có mùi. Cảm thấy bất ổn lắm"
Tran H. P. ,Hà Nội,Ma Coeur Boutique Hotel,6.0,"Phòng cũ, khách sạn cho mình ở cái phòng bị hỏng cửa, nước thì nửa đêm bị mất nước, cái bồn cầu xả nước ra thì không dùng được vòi sen =), nói chung bất ổn thật sự"
Ho T. V. ,Hà Nội,Ma Coeur Boutique Hotel,5.8,"Phòng cũ kĩ, không sạch, chăn ga gối cũ kĩ, không giống hình một chút nào, quá tệ"
Ngoc H. N. ,Hà Nội,Ma Coeur Boutique Hotel,6.0,"Khách sạn dơ, ẩm mùi, nên chọn phòng có cửa thông thoáng. Mình không biết, nên chọn phòng thường, đổi qua phòng có cửa bị charge phí 200k/room"
Ngoc Q. A. N. ,Hà Nội,Ma Coeur Boutique Hotel,8.8,Phòng hơi nhỏ và cũ nhưng vị trí rất tốt lễ tân dễ thương nhiệt tình
Huynh M. T. ,Hà Nội,Ma Coeur Boutique Hotel,6.4,"Khóa phòng bị hư, quá cũ Ga nệm bẩn Tiền sảnh lộn xộn Nhân viên nhiệt tình, thân thiện."
Hoang T. P. ,Hà Nội,Ma Coeur Boutique Hotel,6.4,"Sàn nhà rất ẩm, mặc dù không dùng nhưng khách sạn cũng nên trang bị đầy đủ nước uống, bàn chải đầy đủ. Mình ở 3 người nhưng dép đi trong phòng chỉ có 1 đôi với 1 chiếc dép. Mong khách sạn sẽ chú ý cải thiện"
Thu K. T. N. ,Hà Nội,Ma Coeur Boutique Hotel,5.5,"khách sạn ẩm thấp, vào phòng thì sàn nhà bằng gỗ bong tróc lên. Nếu đi chân không sẽ xước chân. Tường ẩm nước. Tôi thuê 3 đêm, phải bỏ để đi khách sạn khác"
Cheng C. H. ,Hà Nội,Ma Coeur Boutique Hotel,5.6,"Phòng xuống cấp nghiêm trọng, vết ố bẩn trên tường khắp nơi, thậm chí đầy bông tẩy trang và giấy với nhét trên cửa điều hoà và mắt mèo. Không hiểu sao để phòng như vậy mà giao khách. Cửa sổ không đủ riêng tư, chỉ là bức tranh treo che lại còn không kín. Nếu đổ cho việc giá rẻ thì xin dừngd nhé, giá mấy hostel xung quanh còn rẻ hơn mà còn sạch hơn thế"
Duc B. T. ,Hà Nội,Ma Coeur Boutique Hotel,5.2,"Phòng cũ, ẩm thấm, không giống như ảnh ở trên trang app. Quá thất vọng, 3/10"
Nguyen T. K. P. ,Hà Nội,Ma Coeur Boutique Hotel,5.5,"Phòng hỏng khoá, khăn tắm rách, máy lạnh hỏng, tủ lạnh hỏng. Báo với khách sạn nhưng k đc giải quyết. Dọn phòng thì k thêm khăm thêm giấy. Diện tích phòng k đc như booking. Không cách âm. Nói chung tệ"
The Q. P. ,Hà Nội,Ma Coeur Boutique Hotel,5.8,Phòng ốc quá cũ. Dọn phòng xong vật dụng thiếu từa lưa cả. Vị trí thì tốt mà cái khách sạn thì không đúng tầm
Thi O. N. ,Hà Nội,Ma Coeur Boutique Hotel,6.0,"phòng không có ghế để ngồi tạm, tất cả là ngồi trên giường. không có cái mắc treo quần áo. Tên là Hotel nhưng nội thất không bằng nhà nghỉ. Cần tôn trọng khách hàng từ những điều nhỏ nhặt."
Le T. N. ,Hà Nội,Ma Coeur Boutique Hotel,5.7,"Khăn, ra giường quá cũ và quá dơ. Phòng thì cửa quá cũ, không đóng được, nền nhà bị bong tróc."
Hua D. H. L. ,Hà Nội,Ma Coeur Boutique Hotel,8.8,"cũng Tạm, ngay trung tâm, dễ đi ra phố đi bộ, giá tương đối"
Nguyen N. ,Hà Nội,Ma Coeur Boutique Hotel,5.5,"Mình quên không chụp ảnh lại chứ không lại bảo mình điêu. Khách sạn còn không thèm dọn phòng sao? Bông tẩy trang nhét đầy cửa sổ điều hoà, giấy vệ sinh nhét thòi lòi mắt mèo. Khăn dùng ố vàng, kiểu bạn tận dụng nhưng làm ơn tẩy rửa đàng hoàng giúp mình. Phòng cũ cảm giác ẩm uu tối. Cả đêm không ngủ nổi. Chìa khoá còn kẹt. Phòng khác mình đặt hộ bạn vách tường còn mốc đen đỏ vết nước bẩn đầy tường cơ. Ảnh chụp lung linh thế thôi chứ thực tệ vừa chật hẹp vừa tệ.Thang máy không có thông gió mỗi lần lên t6 muốn ná thở. Giá gần 300 ngàn sau giảm giá nhưng chất lượng còn tệ hơn cả nhà nghỉ walk in. Còn có nhìu hostel phố cổ rẻ hơn mà còn tốt hơn nhìu. Quá thất vọng cho một đêm nghỉ"
Le T. N. ,Hà Nội,Ma Coeur Boutique Hotel,6.0,"Khách sạn quá cũ. Khăn, ra giường quá cũ và dơ"
Huynh T. N. A. ,Hà Nội,Ma Coeur Boutique Hotel,5.6,"Phòng có mùi ẩm , ghế và chăn trong tủ bị mốc, cửa kính nhà vệ sinh bẩn, điều hoà 16 độ nhưng cả đêm vẫn thấy không mát, vệ sinh quá kém khách sạn nên xem lại"
Vu T. N. N. ,Hà Nội,Ma Coeur Boutique Hotel,9.1,"Phòng sạch sẽ, gần ngay phố đi bộ, nhân viên siêu nhiệt tình, thân thiện. Nếu có dịp sẽ quay lại"
Chau K. V. ,Hà Nội,Ma Coeur Boutique Hotel,9.7,"Ngay phố đi bộ, rất tiện để đi tham quan xung quanh."
Tran V. L. ,Hà Nội,Ma Coeur Boutique Hotel,9.7,"Đoàn của chúng tôi đã có những ngày nghỉ tuyệt vời tại đây. Nhân viên nhiệt tình, niềm nở chăm sóc chúng tôi rất tốt với phòng cách chuyên nghiệp và thân thiện. Hệ thống phòng của khách sạn thật tốt, tổ chức đưa đón rất tốt cho đủ khách. Chúng tôi sẽ quây lại nơi này trong dịp đến."
Thi Y. P. T. ,Hà Nội,Ma Coeur Boutique Hotel,6.0,"Phòng ẩm thấp, tường mốc, sàn nhà ẩm. Giường ẩm. Quá thất vọng. Không như trong ảnh trên ứng dụng"
Vo N. H. ,Hà Nội,Ma Coeur Boutique Hotel,6.0,"Mình đặt phòng ít tiền nhất nên mình chỉ chia sẻ những gì mình trải qua. Phòng 305 là phòng ẩm và nhất là gối vẫn có mùi đã qua sử dụng. Nền nhà có mùi khai của nước tiểu. Nhân viên ở đây thân thiện nhưng thật sự là cái phòng đó tệ với mình. Thừa nhận là mình hiền, không khiếu nại nên sẽ rút kinh nghiệm."
Hien M. ,Hà Nội,Ma Coeur Boutique Hotel,9.7,Phòng sạch sẽ.a lễ tân dễ tính.điểm trừ duy nhất là phòng hơi mùi ẩm
Nguyen D. V. ,Hà Nội,Ma Coeur Boutique Hotel,5.5,"Phòng 706 rất tệ, khách sạn rất hôi mùi giặt và chăn ga cũ. Cửa phòng với kéo ngang cửa kính bật cả ra mỗi lần mở là kêu ầm ầm không dám cả đi vsinh. Chưa kể có mâu thuẫn về phòng và tiền. Trải nghiệm tệ"
Van N. N. ,Hà Nội,Ma Coeur Boutique Hotel,9.4,"Vị trí thuận tiện di chuyển thăm quan Phố Cổ và cả ra Hồ Gươm dạo mát; Niềm nở, nhiệt tình; Phòng như hình trên app đăng;"
Wan J. ,Hà Nội,Ma Coeur Boutique Hotel,10.0,"nhân viên rất rất nhiệt tình, khách sạn sạch đẹp,"
Diem H. ,Hà Nội,Ma Coeur Boutique Hotel,9.7,3 ngày ở đây rất thoải mái nhân viên vui vẻ niềm nở chăm sóc khách hàng rất tốt tận tình chu đáo phòng sạch sẽ thoải mái
Phung L. H. ,Hà Nội,Ma Coeur Boutique Hotel,8.7,"Nhân viên khách sạn thân thiện, nhiệt tình giúp đỡ, thái độ tốt."
Nguyen P. H. ,Hà Nội,Ma Coeur Boutique Hotel,6.0,Không được checkin theo giờ đặc biệt (2am) mà không có cuộc gọi hay email nào thông báo trước.
Thu N. T. ,Hà Nội,Ma Coeur Boutique Hotel,9.1,"Khách sạn gần ngay Hồ Gươm, khúc lối vào đền Ngọc Sơn, nhân viên nhiệt tình, chăm sóc khách hàng tốt, giá cả hợp lý. Điểm trừ là nội thất đã cũ rồi, nên tu sửa sẽ ok hơn."
Lan A. ,Hà Nội,Ma Coeur Boutique Hotel,9.7,"Phòng ở như hình, rộng rãi, trang thiết bị đầy đủ và có nhiều dịch vụ tại khách sạn, nhân viên nhiệt tình."
Tran V. T. ,Hà Nội,Ma Coeur Boutique Hotel,5.9,Phòng khác xa với hình ảnh dịch vụ thì ok nhưng phòng ốc rõ chán đồ đạc xuống cấp nhiều điều hoà bật 16 độ chạy cả ngày lẫn đêm vẫn không thấy mát phải dùng thêm quạt. Khách sạn 3 sao mà như cái nhà nghỉ. đặt phòng 35m2 có bồn tắm thì lúc nhận phòng cho lên cái phòng 15m2 sau chuyển qua cái phòng rộng hơn tí thì mùi mốc cộng với chăn ga đệm trông rõ chán có cả vết ố vàng. dường thì kêu ọt ẹt tường cách âm không tốt
Thanh H. ,Hà Nội,Ma Coeur Boutique Hotel,8.5,"Tốt. Nhân viên nhiệt tình. Phòng sạch sẽ, gần trung tâm đi lại thuận tiện…."
Vu M. T. ,Hà Nội,Ma Coeur Boutique Hotel,8.5,"Thật tuyệt vời, nhân viên thân thiện hỗ trợ nhiệt tình"
Nga N. ,Hà Nội,Ma Coeur Boutique Hotel,4.8,Không có điều hoà ! Phục vụ không tốt
Do T. N. ,Hà Nội,Ma Coeur Boutique Hotel,5.8,"Ảnh phòng nhận không giống trên web, phòng xấu và cố nhồi nhét thêm giường để thành phòng Family, nhà vệ sinh bẩn"
Thai Q. H. ,Hà Nội,Ma Coeur Boutique Hotel,6.6,Phòng không như hình chụp. Cũ kĩ. Bồn tắm đứng không rút nước kịp còn tràn ra sàn. Được ưu điểm là lễ tân ai cũng thân thiện thoải mái. Nếu chỉ để ngủ thì ok vì dọn phòng mỗi ngày
Le T. X. T. ,Hà Nội,Ma Coeur Boutique Hotel,6.5,"Phòng ốc cũ kỹ, không sạch sẽ; khăn tắm có mùi ẩm mốc; có nước nhỏ giọt từ trên trần nhà xuống giường. Nhà hàng 8h sáng mới làm việc. Và còn nhiều điều linh tinh khác. Nói chung là khá thất vọng."
Phung G. B. N. ,Hà Nội,Ma Coeur Boutique Hotel,5.7,"khách sạn thì quá tệ, trong phòng không có máy sấy tóc, nước thì rỉ rỉ như van xin từng giọt nước, khách sạn tệ như thế mà giá thì cao ngất ngưởng, vừa bước vào thì ôi thôi, drap dơ, khăn đen thôi, ôi chả muốn quay lại tí nào cả"
Nguyen H. B. ,Hà Nội,Ma Coeur Boutique Hotel,6.1,"Pas qua khách sạn khác, chất lượng thực không đúng như hình ảnh"
Le T. H. ,Hà Nội,Ma Coeur Boutique Hotel,5.7,"phòng rộng rãi, tạm được. Gần Hồ Gươm trong khu phố cổ tiện đi chơi. Giá rẻ. Nhưng Ra gối có mùi hơi hôi, chăn không lồng bên trong mà chỉ có tấm bọc bên ngoài mỏng. Toilet cũ, khó thoát nước bồn tắm. bàn chải đánh răng giờ này còn cho cái bàn chải cứng không thể xài được. khăn tắm chỉ cho mỗi người 1 cái vừa cũ, vừa sờn rách, vừa úa màu. Tủ lạnh hư bỏ bên ngoài không xài được. Máy lạnh cũ điều chỉnh không được. Ghế sofa dưới lễ tân hôi mùi ẩm mốc."
Thi X. P. N. ,Hà Nội,Ma Coeur Boutique Hotel,6.3,"Khách sạn gần gươm, tiện đường nhưng Nội thất khách sạn cũ, không như hình. Khách sạn không có trà, nước, mùi ẩm mốc khi mới vào phòng."
Kim S. ,Hà Nội,Ma Coeur Boutique Hotel,5.2,"Nệm quá dơ, không có ra nệm. Điện thoại bàn không có dây, tủ lạnh không hoạt động đã báo lễ tân nhưng không sửa, toilet không có giấy vệ sinh, đèn ngủ không hoạt động, phòng ẩm mốc có gián, máy lạnh kêu như máy cày, không hài lòng"
Van R. L. ,Hà Nội,Ma Coeur Boutique Hotel,6.0,"Phòng như cái kho, 5 cái két sắt. Cửa phòng bị hỏng. Và trên đầu giường chai nhựa, rác rất nhiều."
Hoang A. ,Hà Nội,Ma Coeur Boutique Hotel,9.7,"Phong sach, dep, view ho, nhat dinh se gioi thieu"
Luu B. L. ,Hà Nội,Ma Coeur Boutique Hotel,9.7,"Phòng lake view đẹp, nhânviên thân thiên"
Tran A. ,Hà Nội,Ma Coeur Boutique Hotel,9.7,khách sạn ngay trung tâm phố cổ thuận tiện đi lại .
Thi C. T. L. ,Hà Nội,Ma Coeur Boutique Hotel,5.7,Phòng có muỗi. Đồ đạc cũ kỹ. Cửa thì hư khoá. Đèn ngủ cũng hư nốt. Nhìn hình và thực tế khác xa 1 trời 1 vực.
